ID,Position,Scouting Report Sentence(s),Race
215,SAF,Positiv Nonadlt IndAdjCausal IfSpacePositiv NatrPro Know IndAdjBodyPtECON Exprsv RitualStrong Complet IAV TrnGainNegativ Weak Active Fail IAVNegativ Ngtv Hostile Weak Passive SocRel PowCon PowTotPositiv Pstv Affil ArousalKnow EnlGain EnlTotStrong Power Active Virtue Ovrst SureLwHostile Milit Object ToolHostile Role HU PowPt PowTotHostile ComForm PowCon PowTot FormLwBodyPtQualityNegativ PerceivPositiv Pstv Virtue Undrst EVAL EndsLwPassive Arousal EMOTPassive SocRel IAVPositiv Virtue Ovrst Goal CompletKnow WlbPsyc WlbTotAffil COLL HU PowCoop PowTotEcon@ Role HU SklPt SklTOTNegativ Ngtv Hostile Strong Active SocRel IAV TrnLossPositiv Pstv Active Fetch IAVActive Work DAV TranLwNegativ Ngtv Hostile POLIT Role HU PowCon PowTotSolve IAVActive Solve IAVPositiv Nonadlt IndAdjNegativ Ngtv Hostile Active SocRel PowCon PowTotNegativ Ngtv Hostile Power Passive Vice PowOth PowTotStrong Active Solve IAV TranLwSpaceActive WorkQualityMeans WltOth WltTotPassive SocRel IAVEcon@ ECON ComForm COM FormLwNegativ Ngtv Weak Passive Vice EndsLwPLACE Region TimeSpcNegativ Passive NatrPro IAVNegativ Ngtv Strong Active NatrPro PowOth PowTotWeak Passive Vice Negate SklOth SklTOTActive Causal TrnGainPositiv Pstv Affil Active Virtue EVAL MeansLwComplet IAVPositiv Pstv Strong Virtue EndsLwActive Travel EndsLwNegativ Ngtv Vice EnlOth EnlTotPower ComForm EnlGain EnlTotNegativ Ngtv Weak Passive Vice EndsLwStrong Active Increas IAV EndsLwSpaceRitualNegativ Ngtv Weak Passive Vice EndsLwActive Solve IAVAffil COLL HU PowCoop PowTot,NW
216,EDGE,Positiv Pstv Strong Means WlbPhys WlbTotPositiv Pstv Strong Virtue Ovrst EVAL IndAdjPositiv Pstv Virtue Econ@ ECON WltOth WltTotNegativ Ngtv Weak Vice TrnLossNegativ Hostile HU ExertObject ToolStrong Power Econ@ Role HU WltPt WltTotNegativ Ngtv Hostile Arousal IAV AffLoss AffTotPositiv Pstv Weak Virtue EVALPositiv Pstv Strong Active Virtue SklOth SklTOTActive Finish IAVNegativ Hostile Active Exert IAVNegativ Ngtv Hostile Strong Active Exert DAV TranLwPassive SocRel IAVRitualSpace TimeSpcTime@Positiv Pstv Strong Active Virtue TrnGainPersistActive Solve IAV EnlGain EnlTotPositiv Pstv Strong Virtue EndsLwNegativ Ngtv Hostile Power Passive Vice PowOth PowTotStrong Complet IAV TrnGainNegativ Weak Active Fail IAVActive Solve IAV EnlGain EnlTotPassive Fall DAVPassive Goal EnlOth EnlTotStrong Power Virtue PowOth PowTotSpace POS TimeSpcQualityQualityMeans WltOth WltTotStrong ComForm EnlOth EnlTot FormLwHostile Role HU PowPt PowTotWeak Space DIMQualityQualityBodyPtQualityBodyPt WlbPhys WlbTotNegativ Ngtv Strong Active NatrPro PowOth PowTotComplet IAVWeak Passive Vice Negate SklOth SklTOTWeak Submit Passive Rel DAVStrong Power Active SocRel IAVNegativ Fail StayNegativ Ngtv Weak Passive EVAL Quality EnlOth EnlTotQualityStrong Power Econ@ Role HU WltPt WltTotNegativ Hostile Active Exert IAVStrong Work DAV PowOth PowTotSolve IAVNegativ Hostile Active IPadjNatrProStrong Active Travel PowPt PowTot TranLwPositiv Strong IncreasQualityNegativ Ngtv Hostile Active SocRel IAV TrnLossOvrst Time@ NegAffPower ComForm EnlGain EnlTot,NW
217,RB,Submit Passive Role HUAffil COLL HU PowCoop PowTotPositiv Pstv Strong Power Active ComForm IAVPositiv Pstv Virtue EVAL SklOth SklTOTStrong Power Doctrin POLIT Abs@ ABS PowEnds PowTotExprsv Role HU PtLwStrong BodyPt PowOth PowTotBodyPt WlbPhys WlbTotPassive SocRel IAVPositiv Pstv Virtue EVALStrong Power Active Virtue Ovrst SureLwWork IAVNegativ Ngtv Weak Passive Vice Abs@ ABS WltTran WltTotStrong Active Increas EndsLwOvrst Time@ TIME TimeSpcPositiv Know PerceivActive Work IAVPassive SocRel IAVSpaceActive Travel TranLwStrong Power Active ComForm IAV EnlOth EnlTotQualityPower ComForm EnlGain EnlTotAffil Active SocRel IAV AffGain AffTotActive Travel EndsLwNegativ Eval@ Quality IndAdjActive Exert DAVNegativ Ngtv Hostile Active SocRel IAV TrnLossSpace TimeSpcSpaceNegativ Ngtv Role HUPLACE RegionPassive SocRel IAVTravel IAVFinishNegativ Ngtv Hostile Strong Active SocRel IAV TrnLossPositiv Pstv Active Fetch IAVStrong Virtue EndsLwOvrst QuanPositiv Pstv Strong Virtue ExprsvSubmit Econ@ ECON Role HU WltPt WltTotNegativ Fail StayNegativ Ngtv Hostile Power Passive Vice PowOth PowTotStrong Work IAV TranLwPassive ExertNegativ Ngtv Weak Passive Vice EndsLwPLACE Region TimeSpcOvrst Time@ NegAffTravelSolve IAVPositiv Pstv Active Virtue Abs@ ABS EndsLwQualityCOLL HUVirtue SklOth SklTOTWeak Passive Vice Negate SklOth SklTOTNegate SVPassive Goal EnlOth EnlTotPositiv Pstv Strong Virtue EndsLwPositiv Role HU KnowActive Exert Abs@ ABS EndsLwMeans SklOth SklTOTPositiv Pstv Affil Virtue PowOth PowTotPositiv Feel IndAdjSpace,NW
218,QB,Positiv Complet QuanObject ToolOvrst QuanPositiv Pstv Strong Means WlbPhys WlbTotComForm DAV TranLwQuality NegateActive Solve IAVActive Academ Try IAV EnlEnds EnlTotHostile ComForm PowCon PowTot FormLwNegativ VicePositiv Nonadlt IndAdjNegativ Ngtv Object NatObjANIHostile Strong EVAL QualityStrong Power Econ@ COLL HU WltPt WltTotObject ToolPositiv Pstv Active Know EnlOth EnlTotPositiv Pstv Virtue EVAL PosAffStrong Active Rise IAVPassive Fall DAVStrong Power Active Exert IAV PowOth PowTotNegativ Ngtv Weak Active Fail DAVLegal Role HU SklPt SklTOTComForm DAV EnlGain EnlTotPositiv Pstv Virtue Undrst EVAL EndsLwHostile Strong Power Active Milit SocRel IAV PowCon PowTotPositiv Strong Virtue Know IndAdjAffil Active SocRel IAV AffGain AffTotStrong QualityStrong Active Fetch IAV TrnGainAffil Active SocRel IAV AffGain AffTotComForm IAV RspOth RspTotStrong Power Active Exert IAV PowOth PowTotIAV RcEthic RcTotStrong Power Active Virtue Ovrst SureLwExprsv Role HU SklPt SklTOTStrong Power Active Virtue Ovrst SureLwEcon@ ECON Rel PowOth PowTotPositiv Pstv Virtue EVAL EndsLwActive Exprsv Role HU SklPt SklTOTAcadem Doctrin EnlOth EnlTotActive Travel IAV TranLwGoal Abs@ ABS EndsLwActive Travel TranLwSubmit Rel IAVNegativ Active Econ@ Fail IAVPositiv Pstv Strong Power Ovrst Role MALE HU RspOth RspTotPositiv Nonadlt IndAdjObject ToolSpace DIM TimeSpcActive Fall DAVActive SpaceAffil Active SocRelActive Causal TrnGainPositiv Pstv Virtue WlbPhys WlbTotActive SpaceStrong BodyPt PowOth PowTotNegativ Legal Stay PowLoss PowTotSubmit Passive Role HU PowPt PowTotStrong SpacePositiv VirtueIAV RcEthic RcTotPositiv Pstv Virtue Ovrst Abs@ ABS EnlOth EnlTotNegativ Ngtv Vice Undrst EVAL NegateHostile Strong Active Stay IAV PowCon PowTot,W
219,WR,Positiv Pstv Strong Virtue EVAL SklOth SklTOTActive Solve IAVStrong Ovrst Quan SureLwActive Vary IAVKnowNegativ Hostile Active Exert DAVNegativ Hostile Active Decreas IAVPLACE Route TimeSpcStrong Power Active SocRel IAVStrong Ovrst Time@ Intrj SureLwBodyPt WlbPhys WlbTotPositiv Pstv Virtue Undrst EVAL EndsLwStrong SpaceSolve IAV TranLwActive Vary IAVPositiv Pstv Strong Virtue Ovrst EVAL RspOth RspTotStrong Power Goal PowCon PowTotActive Solve IAVPositiv Pstv Virtue EVAL SklOth SklTOTPLACE RegionPositiv Strong VirtueStrong Active IncreasNegativ Ngtv Hostile Active SocRel IAV TrnLossQualityStrong Power Econ@ Role HU WltPt WltTotStrong Active Complet IAV TrnGainSpaceCausal IfPassive Quan TimeSpcNegativ Ngtv Hostile Active Exert DAVOvrst QuanStrong Active Complet IAV TrnGainEcon@ Means SklOth SklTOTPassive PerceivActive TravelNegate SVComForm COM FormLwCausal IfStrong Passive MeansQualityBodyPtPassive SocRel IAVPLACE Route TimeSpcPositiv Pstv Virtue EVALNegativ Ngtv Weak Passive Vice EndsLwRel TrnLossVirtue Ovrst EVALEcon@ ECON ComForm COM FormLwQuanHostile Strong Power Active ComForm IAV PowCon PowTotStrong Active Complet IAV TrnGainArousal EndsLwPersistActive Solve IAV EnlGain EnlTotNegate SVOvrst Time@ NegAffStrong Ovrst Know SureLwNegate SVStrong Active Complet IAV TrnGain,NW
220,LB,Affil Active Academ SocRel IAVPositiv Pstv Strong Virtue EVAL SklOth SklTOTActive Solve IAV EnlGain EnlTotPositiv Pstv Doctrin RcEthic RcTotSpaceHostile Strong EVAL QualityStrong Active Ovrst Perceiv SureLwStrong Power ViceStrong NatrPro WltOth WltTotPassive Perceiv IAV EnlOth EnlTotStrong MeansPassive Undrst Causal Abs@ ABS IfStrong MeansNegativ Ngtv Weak Submit Passive Vice PowCon PowTotPassive SocRel IAVPassive SocRel IAVPLACE AquaticHostile Milit Object ToolHostile Role HU PowPt PowTotExprsv Role HU SklPt SklTOTStrong Active Travel IAV TranLwStrong Active Fall IAVPassive Goal EnlOth EnlTotWeak ANIPositiv Strong VirtueActive Solve IAV EnlGain EnlTotObject BldgPt TimeSpcTravelSpace POS TimeSpcQualityStrong Milit Role HU PowAuPt PowTotNegativ Vice Eval@Active TravelPower Active TravelSpaceAffil Active SocRel IAV AffGain AffTotObject BldgPt TimeSpcTravelPositiv Pstv Virtue Academ EnlOth EnlTotObject Tool COMTime@Positiv Pstv Active Work IAVRel TrnLossStrong Ovrst Time@ Intrj SureLwNegativ Ngtv Passive Need EndsLwPassive Virtue RcEnds RcTotPositiv Nonadlt IndAdjRole HUStrong Active Means EnlOth EnlTotSolve IAVStrong IncreasRitualStrong Work DAV PowOth PowTotActive Try IAVNegativ Ngtv Hostile Active SocRel IAV TrnLossNegativ Weak Pain EMOT SocRel IPadjHostile Strong Power Active Milit SocRel IAV PowCon PowTotSpacePassive Quan TimeSpcActive Travel EndsLwNegativ Fail StayPositiv Nonadlt IndAdjPLACE Region,NW
221,WR,Vary Abs@ ABSPLACE Route TimeSpcPassive Goal EnlOth EnlTotComplet IAVObject ToolABS DIST Space TimeSpcNatrPro WlbPhys WlbTotQualityStrong Power Econ@ Role HU WltPt WltTotPower ComForm EnlGain EnlTotPLACE Route TimeSpcPositiv NatrPro Know IndAdjQualityPositiv Feel Arousal DoctrinObject ToolEcon@ ECON ComForm COM FormLwNegate SVActive Solve IAV EnlGain EnlTotEcon@ ECON Polit@ POLIT COLL HUPassive SocRel IAVPositiv Pstv Passive Pleasur EMOT WlbPsyc WlbTotStrong Active Complet IAV TrnGainQualityNegativ Ngtv Quality NegAffPositiv Pstv Strong Active Exprsv Begin IAV EndsLwStrong Work DAV PowOth PowTotPositiv Pstv Strong Virtue MeansLwPositiv Pstv Active ComForm DAV EnlGain EnlTotPositiv Pstv Affil Strong Passive Object ComnObj COM EndsLwOvrst Time@ TimeSpcPositiv Pstv Affil Active Virtue EVAL MeansLwPositiv Pstv Active Fetch IAVAffil Strong Role Kin@ MALE HU AffPt AffTotPositiv Nonadlt IndAdjStrong NatrPro WltOth WltTotMeans SklOth SklTOTPLACE Route TimeSpcActive Exprsv Role HU SklPt SklTOTNegate SVPositiv Pstv Virtue Econ@ ECON WltOth WltTotNegativ Vice Eval@Active TravelStrong NatrPro WltOth WltTotPLACE Route TimeSpcNegativ Eval@ Quality IndAdjPassive Causal IAVNegativ Ngtv Weak Passive Fail IAV PowCon PowTotNegativ Ngtv Passive Need EndsLwNatrProExprsv Role HU SklPt SklTOTNegativ Ngtv Hostile Active SocRel PowCon PowTotStrong Active Complet IAV TrnGainAffil Active SocRel IAV AffGain AffTotNegativ OvrstStrong Work DAV PowOth PowTotStrong Active Complet IAV TrnGainSpaceActive Travel TranLw,NW
222,LS,Positiv Complet QuanNegativ Ngtv Hostile Strong Active SocRel IAV TrnLossActive Exert DAVStrong Active Econ@ Exch ECON RcGain RcTot FormLwActive Solve IAV EnlGain EnlTotActive Exert DAVAcadem PLACE Social EnlOth EnlTotPositiv Pstv Virtue EVAL PosAffPositiv Active Ovrst IAVSolve IAVActive Exert DAVTime@Negativ OvrstPositiv Pstv Virtue Ovrst Abs@ ABS EnlOth EnlTotGoal PowOth PowTot,W
223,CB,Positiv Eval@ Quality IndAdjAcadem PLACE Social EnlOth EnlTotNegativ Ngtv Vice EnlOth EnlTotActive Academ Try IAV EnlEnds EnlTotPositiv Pstv Virtue Econ@ ECON WltOth WltTotSpace TimeSpcNegativ Ngtv Hostile Active Exert DAV TranLwAcadem PLACE Social EnlOth EnlTotPositiv Pstv Strong Virtue Ovrst EVAL RspOth RspTotPositiv VirtueStrong Ovrst Quan SureLwStrong Complet IAV TrnGainPositiv NatrPro Know IndAdjStrong ComForm EnlOth EnlTot FormLwActive Exert Abs@ ABS EndsLwNegativ Ngtv Hostile Strong Active Vice PowCon PowTotStrong Active Rel IAVNegativ Hostile ViceStrong Active Complet IAV TrnGainArousal EndsLwSpacePositiv Pstv Virtue EVAL SklOth SklTOTObject Tool COMStrong Quan DIMSpaceObject ToolQualityStrong Active Solve IAV TranLwAbs@ ABS Time@Affil Active SocRelSolve IAVVary Abs@ ABSDecreas DAVCOLL HUAffil Strong Work PowCoop PowTotEcon@ ECON ComForm COM FormLwSolve IAVStrong Active Fall IAVSpaceAffil Active SocRel IAV AffGain AffTotNegativ Weak Vice IndAdjSpace POS TimeSpcANINegate SVPassive Goal EnlOth EnlTotStrong SpacePositiv Pstv Strong Virtue EndsLwEcon@ ECON ComForm COM FormLwNegativ Ngtv Weak Passive Fail IAV PowCon PowTotStrong ComForm EnlOth EnlTot FormLwNegativ Ngtv Passive Need EndsLw,NW
224,SAF,Submit Active ComForm DAV AffGain AffTotStrong Virtue WlbPhys WlbTotStrong Power Doctrin POLIT Abs@ ABS PowEnds PowTotRole HUPositiv Pstv ArousalPositiv Virtue VaryPositiv Nonadlt IndAdjPositiv Pstv Virtue WlbPhys WlbTotRole HUPositiv Nonadlt IndAdjSpaceNegativ Ngtv Weak Vice TrnLossEcon@ Means SklOth SklTOTTime@Positiv Pstv Virtue Undrst EVAL EndsLwVary Abs@ ABSPLACE Route TimeSpcNegativ Ngtv Weak Passive Fail IAV PowCon PowTotPositiv Nonadlt IndAdjAcadem Doctrin EnlOth EnlTotNegativ Ngtv Hostile Active SocRel IAV TrnLossHostile Strong Power Active ComForm IAV PowCon PowTotStrong Active Complet IAV TrnGainNegativ Ngtv Weak Vice TrnLossSubmit Passive Role HUSubmit Passive Role HUOvrst QuanPositiv Pstv Virtue EVAL SklOth SklTOTPositiv Feel Arousal DoctrinPassive PerceivStrong Active Complet IAV TrnGainPositiv Pstv Active Work IAVPositiv Strong NatrProPositiv Pstv Virtue WlbPhys WlbTotStrong QuanAffil Strong Work PowCoop PowTotIAVPositiv Strong VirtueSolve IAVPositiv Pstv Virtue WlbPhys WlbTotSolve IAV TranLwPositiv Nonadlt IndAdjStrong Active Increas EndsLwPassive Goal EnlOth EnlTotPositiv Feel Arousal DoctrinPositiv NatrPro Know IndAdjNegativ Ngtv Weak Passive Vice SklOth SklTOTKnow EnlGain EnlTotSubmit Active ComForm DAV AffGain AffTotNegate SVStrong Active Fall IAVABS DIST Space TimeSpcSpaceComplet IAVGoal PowOth PowTotNegativ Ngtv Passive Need EndsLwPositiv Pstv Virtue Academ EnlOth EnlTotHostile Role HU PowPt PowTotStrong Power Econ@ Role HU WltPt WltTotPositiv Pstv Virtue WlbPhys WlbTotActive NatrPro WlbPhys WlbTotKnow WlbPsyc WlbTotActive Travel IAV TranLwPLACE Sky TimeSpc,NW
225,LS,Positiv Pstv Strong Virtue EndsLwSpaceSpaceGoal Abs@ ABS EndsLwOvrst QuanStrong ComForm EnlOth EnlTot FormLwActive Exert DAVActive Exert DAVNegativ OvrstActive Exert DAVIAVActive Travel TranLwGoal PowOth PowTotActive Exert DAVPassive Undrst Causal Abs@ ABS IfActive Exprsv Travel DAV TranLw,NW
226,G,Power ECON Polit@ POLIT COLL HU PowAuPt PowTotActive Solve IAVStrong Ovrst Quan SureLwPositiv Feel Arousal DoctrinStrong SpaceSpaceStrong EVAL QualityOvrst QuanSpace POS TimeSpcQualityStrong Power Virtue PowOth PowTotAffil Active SocRel IAV AffGain AffTotNegativ Ngtv Hostile POLIT Role HU PowCon PowTotNegativ Hostile Active Exert IAVAcadem Doctrin EnlOth EnlTotStrong Virtue EndsLwIAV RcEthic RcTotMeans SklOth SklTOTPower Active TravelNegativ Ngtv Hostile Active SocRel IAV TrnLossStrong Solve IAVFinish IAVSpaceQualityEcon@ ECON Means SklOth SklTOTPassive Goal EnlOth EnlTotGoal PowOth PowTotSpaceStrong Active Exert IAVPositiv Pstv Strong QualityStrong Stay IAVComForm IAV RspOth RspTotVary Abs@ ABSTime@ TimeSpcPositiv Role HU KnowPositiv Pstv Affil Strong Active Role HUEcon@ Means SklOth SklTOTNegativ Ngtv Weak Passive Vice EndsLwTravel IAVPassive SocRel IAVCausalPLACE LandPositiv Feel Arousal DoctrinNegativ Ngtv Passive Need EndsLwIAV RcEthic RcTotPositiv Pstv Strong Active Virtue TrnGainStrong Active Complet IAV TranLwHostile SocRel IAV RcEthic RcTotPositiv Econ@SpacePositiv Nonadlt IndAdjNegativ Ngtv Role HUNegativ Hostile Active Exert IAVSolve IAVQualityStrong Power Econ@ Role HU WltPt WltTotStrong ECON CompletStrong Virtue EndsLwStrong Work DAV PowOth PowTotPositiv Feel Arousal DoctrinNegativ Ngtv Hostile Active SocRel PowCon PowTotAffil Strong Work PowCoop PowTotNegativ Ngtv Hostile ArousalSpaceNegativ Eval@ Quality IndAdjPositiv Role HU KnowPassive Fall DAVVirtue SklOth SklTOTEcon@ ECON COLL HU WltPt WltTotStrong Active Exert IAV TranLw,NW
227,CB,Space TimeSpcAffil Strong Work PowCoop PowTotStrong Ovrst Quan SureLwVirtue Ovrst EVALEcon@ ECON Object Tool WltOth WltTotPositiv Feel Arousal DoctrinNegativ Ngtv Strong Power Active SocRel IAV PowOth PowTotAffil Active SocRelNegativ Ngtv Vice EVAL SklOth SklTOTPositiv Pstv Strong Active Exprsv Begin IAV EndsLwStrong Means EndsLwHostile Strong Power Active Milit SocRel IAV PowCon PowTotAffil Active SocRel IAV AffGain AffTotActive Travel IAVPositiv Feel Arousal DoctrinPower Active TravelSubmit Passive Role HUStrong Active Exert DAVSpaceComplet IAVActive Solve IAV EnlGain EnlTotPLACE Route TimeSpcPositiv Pstv Virtue WlbPhys WlbTotAcadem Doctrin EnlOth EnlTotKnowComForm COM PowOth PowTot FormLwNegativ Ngtv Hostile POLIT Role HU PowCon PowTotPositiv Eval@ QualitySolve IAVPositiv Pstv Virtue EVAL SklOth SklTOTPositiv Pstv Strong Virtue Ovrst EVAL IndAdjGoal PowOth PowTotPassive SocRel IAVStrong Space IAV PosAffActive Work DAVNegativ Ngtv Hostile Active SocRel PowCon PowTotEcon@ ECON ComForm COM FormLwVirtue SklOth SklTOTHostile ComForm PowCon PowTot FormLwVary Abs@ ABSStrong Means EndsLwNegativ Ngtv Hostile Active Exert DAV TranLwNegativ Ngtv Weak Passive Pain EMOT AnomieOvrst Time@ NegAffAffil Active SocRelPower ComForm EnlGain EnlTotPositiv Feel Arousal DoctrinStrong Work IAV TranLwPassive ExertOvrst ComForm IAVUndrst Time@ DIM TimeSpcNegativ Ngtv Weak Passive Persist IAV TranLwStrong Active Increas TimeSpcNatrProNegativ Ngtv Hostile Strong Active Vice PowCon PowTotNegativ Ngtv Weak Passive Vice EndsLwPassive SocRel IAVPositiv Affil IPadjPositiv Pstv Virtue WlbPhys WlbTot,NW
228,CB,Positiv Pstv Strong Virtue Ovrst EVAL RspOth RspTotPositiv Pstv Virtue Econ@ ECON WltOth WltTotObject ToolPower ComForm EnlGain EnlTotActive TravelEcon@ ECON ComForm COM FormLwObject Tool WlbPhys WlbTotPLACE RegionPositiv Nonadlt IndAdjAcadem Doctrin EnlOth EnlTotNatrProPassive SocRel IAVPassive SocRel IAVPositiv Affil IPadjMilit POLIT Object Vehicle PowCon PowTotStrong Active Exert IAVPositiv Pstv Strong Space POSBodyPtRitualWeak Time@ TimeSpcSubmit Passive Role HUQualityBodyPtVary Abs@ ABSActive Causal TrnGainRel TrnLossNegativ Ngtv Hostile Active SocRel PowCon PowTotStrong ECON CompletNegate SVPositiv Active Ovrst IAVNegativ Ngtv Weak Passive Vice EndsLwActive TravelObject ToolPLACE Route TimeSpcStrong Space IAV PosAffStrong NatrProStrong Active Complet IAV PowGain PowTotSpacePositiv Strong Active IncreasPLACE Route TimeSpc,NW
229,WR,Power ECON Polit@ POLIT COLL HU PowAuPt PowTotActive Solve IAVQualityNegativ Ngtv Hostile Active Virtue PowCon PowTotSolve IAVStrong QualityStrong QuanEcon@ ECON PLACE Social WlbPhys WlbTotPositiv Pstv Strong Active Virtue TrnGainPositiv Pstv Virtue Academ EnlOth EnlTotObject BldgPtPLACE Route TimeSpcPositiv Pstv Virtue Abs@ ABS SklAsth SklTOTStrong Active Exert IAV TranLwSolve IAV TranLwPositiv Strong Virtue Know IndAdjActive Solve IAV EnlGain EnlTotPositiv Pstv Virtue EVALActive SpaceStrong Power Goal PowCon PowTotNegativ Ngtv Weak Submit Passive Vice PowCon PowTotSpaceVary Abs@ ABSBodyPtNegativ Ngtv Weak Passive Fail IAV PowCon PowTotNegativ Ngtv Passive Need EndsLwPassive Quan TimeSpcCOLL HURitualSpaceSpace POS PowCoop PowTotPLACE Route TimeSpcSolve IAVSpace POS TimeSpcStrong QualityNegativ Ngtv Hostile Strong SocRel IAV PowLoss PowTotEcon@ ECON ComForm COM FormLwEcon@ ECON PLACE Social WlbPhys WlbTotPositiv Pstv Strong Active Virtue TrnGainStrong Active Complet IAV PowGain PowTotQualitySpacePositiv Pstv Affil Strong Active Role HUNegativ Ngtv Passive Need EndsLwPositiv VirtueActive Solve IAVNegativ Ngtv Hostile Strong Active Vice PowCon PowTotPassive SocRel IAV,NW
230,C,Object ToolAffil COLL HU PowCoop PowTotStrong Power Role HU PowAuPt PowTotPositiv Pstv Affil Active ComForm IAV TrnGainStrong Power Active POLIT Role HU PowPt PowTotPositiv Pstv Virtue Undrst EVAL EndsLwNegativ Ngtv Role HUPLACE RegionHostile Role HU PowPt PowTotQualityComForm COM FormLwStrong Active Exert IAVMilit Object ToolEcon@ ECON Polit@ POLIT COLL HUECON Exprsv RitualPositiv Strong Virtue EVAL Abs@ ABS MeansLwLegal Role HU SklPt SklTOTPositiv Role HU KnowStrong Power Active SocRel IAVSpaceNegativ Ngtv Weak Passive Vice EndsLwStrong Ovrst Quan SureLwWeak Passive Decreas DAV TranLwStrong Virtue EndsLwSolve IAVPositiv Strong NatrProPassive SocRel IAVBodyPtNegativ Ngtv Vice EnlOth EnlTotStrong Active Rise IAVPositiv Strong VirtueNegate SVTime@Strong Active Complet IAV TranLwPositiv Pstv Strong Virtue EndsLwNegativ Ngtv Passive Pain EMOT WlbPsyc WlbTot AnomiePositiv Affil Strong IndAdjStrong ECON Complet,W
231,OT,Positiv Pstv Strong Virtue ExprsvABS DIST Space TimeSpcPLACE Sky TimeSpcPassive Goal EnlOth EnlTotPositiv Feel Arousal DoctrinPositiv Pstv Passive VirtueStrong Active Complet IAV TranLwABS DIST Space TimeSpcNegate SVStrong Work IAV TranLwPassive SocRel IAVActive Try IAV TranLwABS DIST Space TimeSpcObject ToolArousal EndsLwSpaceActive Vary IAVStrong Work DAV PowOth PowTotNegativ Hostile Active Exert IAVAffil Active SocRel IAV AffGain AffTotNegativ Hostile Active Exert IAVPositiv Pstv Strong Virtue RcGain RcTotPositiv Pstv Virtue Undrst EVAL EndsLwQualityStrong Power Econ@ Role HU WltPt WltTotStrong Power Virtue PowOth PowTotPositiv Know PerceivLegal Role HU SklPt SklTOTActive Work DAV TranLwHostile Strong Power Active Milit SocRel IAV PowCon PowTotNegativ Vice Eval@Active TravelActive Exert DAVBodyPtPositiv Pstv Active ComForm DAV EnlGain EnlTotPassive SocRel IAVSpacePower Active TravelIAV RcEthic RcTotStrong Power Active ComForm IAV EnlOth EnlTotBodyPt WlbPhys WlbTotWeak Submit Passive Rel DAVAbs@ ABS Time@Negativ Feel Vice Stay IndAdjNegativ Weak ViceNegativ Hostile Active Exert IAVNegativ Ngtv Passive Need EndsLwPositiv Virtue OvrstOvrst QuanActive Exprsv Travel DAVPassive SocRel IAVStrong Active Exert IAV TranLw,NW
232,DT,Active Solve IAVStrong Ovrst Quan SureLwABS DIST Space TimeSpcActive Exert DAVActive Exert Abs@ ABS EndsLwPositiv Nonadlt IndAdjActive Exprsv ComForm DAVPositiv Strong Virtue EVAL Abs@ ABS MeansLwPositiv Pstv Strong Active Exprsv Begin IAV EndsLwNegativ Hostile VicePositiv Strong IndAdjSpaceABS DIST Space TimeSpcPositiv Pstv Strong Active Exprsv Begin IAV EndsLwNegativ Ngtv Know PowOth PowTotSpace TimeSpcObject ToolTravel DAVABS DIST Space TimeSpcActive Travel TranLwTravel IAVStrong Power Active SocRel IAVNegativ Ngtv Passive Pain EMOT WlbPsyc WlbTot AnomieStrong Means EndsLwOvrst QuanPositiv Role HU KnowPositiv Nonadlt IndAdjStrong Power Econ@ Role HU WltPt WltTotNegativ Ngtv Hostile Active SocRel PowCon PowTotMeans SklOth SklTOTNegativ OvrstSpaceFinish IAVVice Abs@ ABSPositiv Pstv Virtue EndsLwNegativ Ngtv Passive Need EndsLwPositiv Pstv Strong Active Exprsv Begin IAV EndsLwStrong Means MeansLwActive Work IAV TranLw,NW
233,RB,Negativ Ngtv Strong Active NatrPro PowOth PowTotMeans IfPositiv Role HU KnowRitualLegal Role HU SklPt SklTOTPositiv Pstv Strong Virtue Ovrst EVAL RspOth RspTotOvrst QuanSpaceEcon@ ECON ComForm COM FormLwAffil COLL HU PowCoop PowTotStrong BodyPt PowOth PowTotStrong QualityObject ToolWeak Submit Passive Rel DAVPower Active TravelPositiv Pstv Active ComForm DAV EnlGain EnlTotTravel IAVActive ECON MeansStrong Active Exert IAVPositiv Pstv Affil Strong Active Role HUOvrst QuanRel TrnLossStrong Active Fall IAVPLACE Route TimeSpcComForm DAV EnlGain EnlTotStrong Active Complet IAV TrnGainPerceiv IAV EnlOth EnlTotNegativ Ngtv Weak Submit Passive Role HU WlbPt WlbTotNegativ Ngtv Hostile Weak Vice WlbPhys WlbTotSpaceBodyPt WlbPhys WlbTotNegativ Ngtv Passive Need EndsLwPositiv Pstv Strong Active Virtue TrnGainPositiv Affil Strong IndAdjMeans SklOth SklTOTStrong Active Complet IAV TrnGainSolve IAVStrong Active Fall IAVPassive Arousal EndsLwNegativ OvrstPositiv Strong IncreasOvrst Time@ NegAffVirtue SklOth SklTOTObject BldgPt TimeSpcCausal IfIAV RcEthic RcTotPassive Arousal EMOTPassive SocRel IAVStrong Active Increas EndsLwStrong Quality TimeSpcPositiv Pstv Active Virtue Abs@ ABS EndsLw,W
